Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes,Year,Month,year_month,expected_n,expected_p,expected_k,max_moisture_pct,typical_adulterants,dev_n,dev_p,dev_k,excess_moisture,Chemical_Deviation_Score,Quality_Score,Adulterant_Type,Benchmark_Price_LKR_kg,Price_Diff_From_Benchmark,Price_Deviation_Pct,Price_Arbitrage_Flag,Cultivated_Extent_ha,Estimated_Regional_Demand_MT,monthly_rainfall_mm,avg_temperature_c,Provincial_Center_Lat,Provincial_Center_Lon,Primary_Agro_Zone,Estimated_Yield_Loss_Pct,Estimated_Economic_Loss_LKR_per_ha,NLP_Risk_Score,NLP_Risk_Category,Total_Active_NPK,Estimated_Inert_Filler,Ratio_N_to_P,Ratio_N_to_K,Moisture_Volatilization_Interaction,Cost_per_Gram_Active_Nutrient,Moisture_Cost_Waste_LKR_kg
AGR-23291,AG23-6972A,2022-10-27,Maha,Northern Province,Browns Agricultural Products,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,3.5,26.05,91.17,100,1.5,1.0,1.3,Organic Carbon: 0.89 % | Humus: 7.1 g/kg,3.1,Yes,,2022,10,2022-10,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.0,0.08333333333333341,0.0,8.33,87.5,Standard_Pure,50.0,-23.95,-47.9,0,72000,75600.0,257.1,27.032258064516128,9.20826,80.32364,Dry Zone,0.0,0.0,0.1,Normal,3.8,93.1,1.5,1.15,0.0,0.686,0.0
AGR-33433,BT23-8869A,2022-03-17,Off-Season,Western Province,Lankem Ceylon PLC,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,13.0,36.64,476.32,100,1.5,0.9,1.4,Organic Carbon: 18.1 g/kg | Humus: 0.77 %,4.1,No,Local production batch,2022,3,2022-03,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.0,0.09999999999999998,0.16666666666666663,0.0,26.67,60.0,Substandard_Blend,50.0,-13.36,-26.72,0,6650,6317.5,53.3,27.17419354838709,6.8655,79.9386,Wet Zone,13.34,73636.8,0.4,Medium_Risk,3.8,92.1,1.67,1.07,0.0,0.964,0.0
AGR-94769,LT22-9373B,2022-06-06,Off-Season,Central Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,100.0,140.0,14000.0,100,0.0,46.1,0.19,Calcium: 25.8 g/100g,2.2,No,,2022,6,2022-06,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0021739130434782917,0.0,0.0,0.22,99.7,Substandard_Blend,210.0,-70.0,-33.33,0,13300,950.95,75.1,23.926666666666662,7.235933333333333,80.68206666666667,Wet Zone,2.0,11040.0,0.1,Normal,46.29,51.51,0.0,0.0,0.0,0.302,0.0
AGR-97059,LT23-2457C,2023-09-22,Yala,Northern Province,Hayleys Agriculture Holdings,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,100.0,70.0,7000.0,100,0.03,0.0,0.0,Calcium: 1.25 % | Magnesium: 9.0 g/100g,3.8,Yes,,2023,9,2023-09,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,1.2999999999999998,26.0,50.6,Heavy_Insoluble_Filler,35.0,35.0,100.0,0,35000,9187.5,35.4,28.64,9.20826,80.32364,Dry Zone,16.25,89700.0,0.1,Normal,0.03,96.17,0.3,0.3,0.0,14.0,0.91
AGR-80962,LT22-2059C,2022-11-27,Off-Season,Southern Province,Eastern Agrochem Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,103.0,175.0,18025.0,100,0.22,0.0,58.1,Chlorine: 21.2 g/kg,3.6,Yes,,2022,11,2022-11,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03166666666666664,1.6,35.17,34.4,Moisture_Weight_Padding,240.0,-65.0,-27.08,0,15399,923.94,210.4,25.53333333333333,6.050433333333333,80.6324,Dry Zone,21.58,119121.6,0.1,Normal,58.32,38.08,2.2,0.0,0.0,0.3,2.8
AGR-81800,BT24-3766A,2023-08-10,Off-Season,Sabaragamuwa Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,280.0,140000.0,100,15.6,15.2,15.0,Sulfur: 11.3 g/kg | Boron: 1.17 %,3.9,Yes,Sample from bulk storage,2023,8,2023-08,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03999999999999997,0.013333333333333286,0.0,1.9,43.33,19.8,Moisture_Weight_Padding,255.0,25.0,9.8,0,10850,1790.25,187.5,26.470967741935485,6.96705,80.37505,Wet Zone,26.42,145838.4,0.6000000000000001,Medium_Risk,45.8,50.300000000000004,1.03,1.04,0.156,0.611,5.32
AGR-11899,MF22-4737B,2022-04-01,Yala,Western Province,Colombo Pesticide Warehouse,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,23.0,125.78,2892.94,100,45.5,0.0,0.0,Not Detected,3.7,Yes,Local production batch,2022,4,2022-04,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.010869565217391304,0.0,0.0,2.2,45.09,14.8,Moisture_Weight_Padding,180.0,-54.22,-30.12,0,19000,4061.25,210.6,26.65,6.8655,79.9386,Wet Zone,28.04,154780.8,0.4,Medium_Risk,45.5,50.8,455.0,455.0,0.04,0.276,2.77
AGR-37589,BT22-4677B,2024-10-07,Maha,Sabaragamuwa Province,Jaffna Fertilizer Depot,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,200.0,49.0,9800.0,100,0.24,0.0,0.0,Calcium: 6.6 g/kg | Magnesium: 27.9 g/kg,1.6,Yes,,2024,10,2024-10,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,30.0,19.0,63.33,0,42000,11550.0,426.0,25.82258064516129,6.96705,80.37505,Wet Zone,0.0,0.0,0.1,Normal,0.24,98.16,2.4,2.4,0.0,9.8,0.0
AGR-34237,BT23-9190,2024-11-05,Yala,Sabaragamuwa Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1.0,51.65,51.65,100,0.18,28.74,0.18,Calcium: 1.46 %,1.7,No,Expired stock — discounted,2024,11,2024-11,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.026428571428571374,0.0,0.0,2.64,96.0,Substandard_Blend,45.0,6.65,14.78,1,31000,3410.0,423.0,25.236666666666668,6.96705,80.37505,Wet Zone,2.0,11040.0,0.8,High_Risk,29.099999999999998,69.2,0.01,1.0,0.0,0.177,0.0
AGR-69060,CR22-5700B,2022-09-02,Yala,Eastern Province,CIC Agri Businesses,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,25.0,59.24,1481.0,100,0.0,0.0,0.0,Calcium: 1.43 % | Magnesium: 19.8 g/kg,2.3,Yes,Imported directly,2022,9,2022-09,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,45.0,14.24,31.64,0,82000,22550.0,98.6,27.98333333333333,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.1,Low_Risk,0.0,97.7,0.0,0.0,0.0,11.848,0.0
AGR-32613,BT22-8104,2022-09-24,Yala,North Central Province,Kurunegala Agri Centre,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,50.0,54.65,2732.5,100,0.0,26.7,0.0,Calcium: 11.2 g/100g,4.4,Yes,Slight clumping observed,2022,9,2022-09,0.0,28.0,0.0,2.0,"Inert soil, River sand",0.0,0.04642857142857145,0.0,2.4000000000000004,52.64,1.8,Moisture_Weight_Padding,60.0,-5.35,-8.92,0,88000,10120.0,46.1,26.946666666666665,8.12585,80.71125,Dry Zone,32.32,178406.4,0.6000000000000001,High_Risk,26.7,68.9,0.0,0.0,0.0,0.205,1.31
AGR-39826,CR23-6846C,2023-04-12,Maha,Northern Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,3.5,118.0,413.0,100,21.6,0.13,0.0,Sulfur: 8.7 g/100g,3.7,Yes,,2023,4,2023-04,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.02857142857142864,0.0,0.0,2.2,46.86,12.1,Moisture_Weight_Padding,135.0,-17.0,-12.59,0,72000,9072.0,58.8,29.25333333333333,9.20826,80.32364,Dry Zone,28.93,159693.6,0.1,Normal,21.73,74.57,166.15,216.0,0.106,0.543,2.6
AGR-27506,AG24-4858A,2024-02-23,Yala,North Central Province,Matara Farm Solutions,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,25.5,105.0,2677.5,100,45.2,0.0,0.1,Not Detected,0.4,Yes,Retest recommended,2024,2,2024-02,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.017391304347826025,0.0,0.0,0.0,1.74,97.4,Standard_Pure,105.0,0.0,0.0,0,88000,22770.0,12.0,26.72068965517241,8.12585,80.71125,Dry Zone,0.0,0.0,0.6000000000000001,High_Risk,45.300000000000004,54.3,452.0,452.0,0.007,0.232,0.0
AGR-80919,LT22-4619,2023-03-08,Maha,Southern Province,Anuradhapura Agro Mart,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,100.0,318.87,31887.0,100,11.6,12.5,16.7,Magnesium: 10.0 g/100g | Boron: 2.61 %,4.4,No,Imported directly,2023,3,2023-03,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.03333333333333336,0.041666666666666664,0.017647058823529453,2.4000000000000004,57.26,0.0,Moisture_Weight_Padding,275.0,43.87,15.95,1,68000,10880.0,141.3,26.10967741935484,6.050433333333333,80.6324,Dry Zone,34.63,191157.6,0.1,Low_Risk,40.8,54.800000000000004,0.93,0.69,0.147,0.782,7.65
AGR-45106,LT23-1804B,2024-10-21,Off-Season,Northern Province,Browns Agricultural Products,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,51.5,110.75,5703.62,100,21.8,0.0,0.24,Sulfur: 11.8 g/100g,1.6,No,Imported directly,2024,10,2024-10,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.038095238095238126,0.0,0.0,0.10000000000000009,5.81,90.5,Substandard_Blend,120.0,-9.25,-7.71,0,12250,1543.5,275.7,27.61290322580645,9.20826,80.32364,Dry Zone,3.16,17443.2,0.1,Low_Risk,22.04,76.36,218.0,90.83,0.061,0.502,0.11
AGR-30447,MF22-3453,2024-12-09,Off-Season,Sabaragamuwa Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,201.0,263.04,52871.04,100,15.5,14.0,14.8,Sulfur: 0.91 % | Boron: 9.5 g/kg,2.3,Yes,,2024,12,2024-12,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.06666666666666667,0.013333333333333286,0.2999999999999998,17.33,71.6,Substandard_Blend,235.0,28.04,11.93,0,10850,1790.25,162.4,25.65806451612903,6.96705,80.37505,Wet Zone,9.41,51943.2,0.1,Normal,44.3,53.400000000000006,1.11,1.05,0.077,0.594,0.79
AGR-27163,BT22-3212B,2023-07-03,Yala,Uva Province,Anuradhapura Agro Mart,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,100.0,137.57,13757.0,100,20.6,0.0,0.0,Sulfur: 2.79 %,0.5,No,Retest recommended,2023,7,2023-07,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.01904761904761898,0.0,0.0,0.0,1.9,97.2,Substandard_Blend,135.0,2.57,1.9,1,42000,6300.0,47.7,25.532258064516128,6.9331,81.20285000000001,Intermediate Zone,2.0,11040.0,0.6000000000000001,High_Risk,20.6,78.9,206.0,206.0,0.01,0.668,0.0
AGR-50339,LT22-9212B,2024-08-05,Off-Season,North Western Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,501.5,141.71,71067.57,100,0.0,46.8,0.0,Calcium: 22.1 g/kg,1.0,Yes,,2024,8,2024-08,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.017391304347826025,0.0,0.0,1.74,97.4,Standard_Pure,145.0,-3.29,-2.27,0,21700,1253.17,181.1,25.93870967741936,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Normal,46.8,52.2,0.0,0.0,0.0,0.303,0.0
AGR-90192,AG24-1603B,2024-03-20,Maha,Sabaragamuwa Province,CIC Agri Businesses,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,201.5,204.46,41198.69,100,0.0,0.0,59.44,Chlorine: 0.69 %,1.5,Yes,,2024,3,2024-03,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.00933333333333337,0.0,0.93,98.6,Standard_Pure,175.0,29.46,16.83,0,42000,2772.0,95.0,27.858064516129037,6.96705,80.37505,Wet Zone,0.0,0.0,0.1,Normal,59.44,39.06,0.0,0.0,0.0,0.344,0.0
AGR-18189,BT22-7598,2024-03-19,Maha,North Western Province,CIC Agri Businesses,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,50.0,125.0,6250.0,100,20.7,0.0,0.11,Sulfur: 17.8 g/kg,3.4,Yes,,2024,3,2024-03,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.01428571428571432,0.0,0.0,1.9,39.43,25.7,Moisture_Weight_Padding,120.0,5.0,4.17,0,95000,11970.0,56.3,28.548387096774192,7.7612499999999995,80.09530000000001,Intermediate Zone,24.46,135019.2,0.1,Normal,20.81,75.79,207.0,188.18,0.049,0.601,2.38
AGR-42014,AG23-5126B,2024-08-08,Off-Season,North Central Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,10.0,225.0,2250.0,100,14.5,15.2,14.8,Sulfur: 2.11 % | Boron: 17.5 g/100g,4.2,Yes,,2024,8,2024-08,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.03333333333333333,0.013333333333333286,0.013333333333333286,2.2,50.0,7.4,Moisture_Weight_Padding,235.0,-10.0,-4.26,0,30799,5312.83,109.9,27.425806451612903,8.12585,80.71125,Dry Zone,30.5,168360.0,0.1,Normal,44.5,51.3,0.95,0.98,0.14,0.506,4.95
AGR-82678,BT23-1626B,2024-02-21,Off-Season,Eastern Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,287.79,57558.0,100,15.31,14.7,15.6,Sulfur: 0.74 % | Boron: 1.75 %,3.8,Yes,Imported directly,2024,2,2024-02,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.0206666666666667,0.02000000000000005,0.03999999999999997,1.7999999999999998,44.07,19.5,Moisture_Weight_Padding,235.0,52.79,22.46,0,28699,4735.34,41.4,27.36896551724138,7.869866666666667,81.52076666666666,Dry Zone,26.54,146500.8,0.1,Low_Risk,45.61,50.59,1.04,0.98,0.079,0.631,5.18
AGR-89778,CR23-7963A,2022-04-10,Off-Season,North Western Province,Colombo Pesticide Warehouse,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,50.0,45.74,2287.0,100,0.0,0.11,0.0,Calcium: 14.5 g/100g | Magnesium: 26.9 g/kg,2.9,Yes,,2022,4,2022-04,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.3999999999999999,8.0,84.8,Substandard_Blend,45.0,0.74,1.64,0,21700,5696.25,228.0,25.976666666666667,7.7612499999999995,80.09530000000001,Intermediate Zone,5.0,27600.0,0.1,Normal,0.11,96.99,0.0,0.0,0.0,9.148,0.18
AGR-37408,BT22-9507C,2023-07-10,Yala,Eastern Province,Agromart Ltd,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1001.5,175.0,175262.5,100,0.0,0.0,57.8,Chlorine: 2.73 %,1.7,Yes,Local production batch,2023,7,2023-07,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.036666666666666715,0.0,3.67,94.5,Standard_Pure,195.0,-20.0,-10.26,0,82000,5412.0,52.7,30.0,7.869866666666667,81.52076666666666,Dry Zone,0.0,0.0,0.4,Medium_Risk,57.8,40.5,0.0,0.0,0.0,0.303,0.0
AGR-54493,LT24-8014,2023-10-01,Yala,Southern Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.0,225.93,677.79,100,14.6,15.0,15.1,Sulfur: 6.1 g/100g | Boron: 7.7 g/kg,0.8,Yes,,2023,10,2023-10,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.02666666666666669,0.0,0.006666666666666643,0.0,3.33,95.0,Standard_Pure,255.0,-29.07,-11.4,0,44000,6600.0,480.5,25.467741935483872,6.050433333333333,80.6324,Dry Zone,0.0,0.0,0.1,Normal,44.7,54.5,0.97,0.97,0.021,0.505,0.0
AGR-76907,BT23-3113C,2024-09-04,Yala,Central Province,Matara Farm Solutions,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,202.0,119.21,24080.42,100,46.0,0.21,0.24,Not Detected,1.6,Yes,,2024,9,2024-09,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.0,0.0,0.0,0.10000000000000009,2.0,96.2,Standard_Pure,105.0,14.21,13.53,0,38000,11115.0,104.8,24.203333333333333,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.1,Normal,46.45,51.949999999999996,219.05,191.67,0.0,0.257,0.12
AGR-56386,CR24-1081,2022-11-11,Yala,Central Province,Hayleys Agriculture Holdings,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,1003.0,67.48,67682.44,100,0.0,0.0,0.17,Calcium: 1.43 % | Magnesium: 8.3 g/kg,1.9,Yes,Sample from bulk storage,2022,11,2022-11,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,45.0,22.48,49.96,0,38000,12350.0,175.29999999999998,22.586666666666662,7.235933333333333,80.68206666666667,Wet Zone,0.0,0.0,0.6000000000000001,Medium_Risk,0.17,97.93,0.0,0.0,0.0,13.496,0.0
AGR-94105,AG23-7324B,2024-02-22,Yala,Eastern Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,500.0,120.0,60000.0,100,45.16,0.0,0.0,Not Detected,2.2,No,Local production batch,2024,2,2024-02,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.018260869565217466,0.0,0.0,0.7000000000000002,15.83,70.7,Substandard_Blend,105.0,15.0,14.29,1,82000,20295.0,41.4,27.36896551724138,7.869866666666667,81.52076666666666,Dry Zone,9.67,53378.4,0.4,Medium_Risk,45.16,52.64,451.6,451.6,0.04,0.266,0.84
AGR-18914,MF24-9439,2022-03-21,Off-Season,Western Province,Browns Agricultural Products,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,25.0,65.0,1625.0,100,0.25,0.0,0.0,Calcium: 1.38 % | Magnesium: 1.68 %,1.2,Yes,Opened bag — partial quantity,2022,3,2022-03,0.0,0.0,0.0,2.5,"Limestone powder, Sand",0.0,0.0,0.0,0.0,0.0,100.0,Standard_Pure,45.0,20.0,44.44,0,6650,1579.38,53.3,27.17419354838709,6.8655,79.9386,Wet Zone,0.0,0.0,0.8,High_Risk,0.25,98.55,2.5,2.5,0.0,13.0,0.0
AGR-43005,AG23-8498C,2023-04-14,Off-Season,Sabaragamuwa Province,Eastern Agrochem Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,999.0,255.61,255354.39,100,11.7,12.2,17.5,Magnesium: 10.0 g/100g | Boron: 2.69 %,1.5,Yes,,2023,4,2023-04,12.0,12.0,17.0,2.0,"Inert filler, Clay, Sand",0.02500000000000006,0.016666666666666607,0.029411764705882353,0.0,7.11,89.3,Standard_Pure,275.0,-19.39,-7.05,0,10850,1909.6,153.4,26.85,6.96705,80.37505,Wet Zone,0.0,0.0,0.1,Normal,41.4,57.1,0.96,0.67,0.038,0.617,0.0
AGR-42585,CR23-2846A,2022-07-10,Maha,Northern Province,Agromart Ltd,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,500.0,258.53,129265.0,100,14.9,14.5,14.6,Sulfur: 1.23 % | Boron: 15.7 g/100g,3.4,Yes,Retest recommended,2022,7,2022-07,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.006666666666666643,0.03333333333333333,0.02666666666666669,1.4,34.67,36.8,Heavy_Insoluble_Filler,290.0,-31.47,-10.85,0,72000,11340.0,65.89999999999999,28.583870967741937,9.20826,80.32364,Dry Zone,20.84,115036.8,0.6000000000000001,High_Risk,44.0,52.6,1.03,1.02,0.023,0.588,3.62
AGR-78173,BT22-6699,2023-04-18,Maha,Western Province,CIC Agri Businesses,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,1000.0,254.03,254030.0,100,15.0,15.4,15.2,Sulfur: 0.9 % | Boron: 1.27 %,2.1,Yes,,2023,4,2023-04,15.0,15.0,15.0,2.0,"Inert filler, Clay, Sand",0.0,0.02666666666666669,0.013333333333333286,0.10000000000000009,6.0,90.2,Standard_Pure,255.0,-0.97,-0.38,0,28000,3990.0,138.2,27.31,6.8655,79.9386,Wet Zone,0.0,0.0,0.1,Normal,45.599999999999994,52.300000000000004,0.97,0.99,0.0,0.557,0.25
AGR-67959,CR23-9417C,2024-02-10,Off-Season,Northern Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,503.0,205.0,103115.0,100,0.0,0.0,62.15,Chlorine: 20.3 g/100g,1.1,Yes,Slight clumping observed,2024,2,2024-02,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.03583333333333331,0.0,3.58,94.6,Standard_Pure,175.0,30.0,17.14,0,12250,771.75,15.7,27.85172413793104,9.20826,80.32364,Dry Zone,0.0,0.0,0.6000000000000001,High_Risk,62.15,36.75,0.0,0.0,0.0,0.33,0.0
AGR-44660,LT24-9303B,2023-08-17,Off-Season,North Western Province,Browns Agricultural Products,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,500.0,186.78,93390.0,100,0.12,0.0,61.5,Chlorine: 21.7 g/kg,0.8,Yes,Local production batch,2023,8,2023-08,0.0,0.0,60.0,2.0,"Table salt (NaCl), Red dyed sand, Sand",0.0,0.0,0.025,0.0,2.5,96.2,Standard_Pure,195.0,-8.22,-4.22,0,21700,1367.1,37.3,27.40967741935484,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.4,Medium_Risk,61.62,37.580000000000005,1.2,0.0,0.0,0.303,0.0
AGR-48320,MF23-9751,2023-07-26,Yala,Central Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.5,120.86,6103.43,100,46.61,0.0,0.0,Not Detected,3.1,Yes,,2023,7,2023-07,46.0,0.0,0.0,1.5,"Sand, Low-grade Urea, Salt, Water",0.01326086956521738,0.0,0.0,1.6,33.33,37.2,Moisture_Weight_Padding,120.0,0.86,0.72,0,38000,11115.0,136.9,24.24516129032258,7.235933333333333,80.68206666666667,Wet Zone,20.66,114043.2,0.1,Normal,46.61,50.29,466.1,466.1,0.041,0.259,1.93
AGR-56560,MF23-2950B,2024-04-22,Off-Season,Western Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,500.0,142.11,71055.0,100,20.7,0.0,0.0,Sulfur: 1.3 %,1.9,Yes,Sample from bulk storage,2024,4,2024-04,21.0,0.0,0.0,1.5,"Industrial gypsum, Salt, Water",0.01428571428571432,0.0,0.0,0.3999999999999999,9.43,82.7,Substandard_Blend,120.0,22.11,18.42,0,6650,758.1,177.2,28.12333333333333,6.8655,79.9386,Wet Zone,5.72,31574.4,0.6000000000000001,Medium_Risk,20.7,77.4,207.0,207.0,0.027,0.687,0.57
AGR-17414,MF22-9005C,2022-04-06,Off-Season,Southern Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,13.0,30.0,390.0,100,1.6,1.0,1.4,Organic Carbon: 8.0 g/kg | Humus: 22.5 g/kg,1.8,Yes,,2022,4,2022-04,1.5,1.0,1.2,25.0,"Raw soil, Debris, Non-composted waste",0.06666666666666672,0.0,0.16666666666666663,0.0,23.33,65.0,Substandard_Blend,50.0,-20.0,-40.0,0,15399,15399.0,176.5,26.766666666666666,6.050433333333333,80.6324,Dry Zone,11.66,64363.2,0.1,Normal,4.0,94.2,1.6,1.14,0.12,0.75,0.0
AGR-82840,LT23-4339B,2024-09-01,Maha,North Western Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,168.79,337.58,100,0.14,46.91,0.09,Calcium: 0.74 %,2.8,Yes,Sample from bulk storage,2024,9,2024-09,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0197826086956521,0.0,0.0,1.98,97.0,Standard_Pure,145.0,23.79,16.41,0,95000,5486.25,122.3,26.09,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.6000000000000001,Medium_Risk,47.14,50.06,0.0,1.4,0.0,0.358,0.0
AGR-99391,CR23-1516A,2022-05-16,Maha,North Western Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,2.0,195.0,390.0,100,0.16,46.3,0.25,Calcium: 26.6 g/kg,2.4,Yes,,2022,5,2022-05,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.006521739130434721,0.0,0.0,0.65,99.0,Standard_Pure,210.0,-15.0,-7.14,0,95000,5486.25,219.2,25.858064516129037,7.7612499999999995,80.09530000000001,Intermediate Zone,0.0,0.0,0.1,Normal,46.709999999999994,50.89000000000001,0.0,0.64,0.0,0.417,0.0
AGR-86872,AG22-8391,2022-02-18,Off-Season,Sabaragamuwa Province,Lankem Ceylon PLC,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,100.0,194.83,19483.0,100,0.05,46.0,0.0,Calcium: 24.5 g/100g,3.9,Yes,Local production batch,2022,2,2022-02,0.0,46.0,0.0,3.0,"Inert red soil, Rock powder, Crushed brick",0.0,0.0,0.0,0.8999999999999999,18.0,65.8,Substandard_Blend,210.0,-15.17,-7.22,0,10850,656.42,83.10000000000001,25.90357142857143,6.96705,80.37505,Wet Zone,11.25,62100.0,0.4,Medium_Risk,46.05,50.050000000000004,0.0,0.5,0.0,0.423,1.75
