Record_ID,Batch_ID,Test_Date,Season,Region,Supplier,Product_Name,Manufacturer_Country,Typical_Use,Application_Method,Quantity_kg,Unit_Price_LKR_per_kg,Total_Cost_LKR,Base_Amount_g,Nitrogen_N_g_per_100g,Phosphorus_P_g_per_100g,Potassium_K_g_per_100g,Other_Micro_Elements_per_100g,Moisture_Content_pct,Lab_Certified,Notes
AGR-38484,CR24-4970A,2023-01-27,Maha,Central Province,CIC Agri Businesses,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,25.0,5000.0,100,1.5,0.91,1.3,Organic Carbon: 10.5 g/kg | Humus: 13.0 g/100g,1.8,Yes,
AGR-62989,BT23-2502C,2023-04-06,Maha,Southern Province,Abans Agri Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,10.0,153.27,1532.7,100,0.18,46.5,0.19,Calcium: 1.11 %,1.8,No,Local production batch
AGR-29166,CR23-6016,2022-02-07,Maha,Uva Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,101.0,55.0,5555.0,100,0.0,0.0,0.0,Calcium: 26.8 g/100g | Magnesium: 1.74 %,1.3,Yes,Sample from bulk storage
AGR-86566,MF22-8683C,2023-08-07,Yala,North Central Province,Lankem Ceylon PLC,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,3.0,18.01,54.03,100,1.4,0.95,1.5,Organic Carbon: 1.28 % | Humus: 1.59 %,3.7,Yes,
AGR-30316,LT23-8019B,2023-06-07,Maha,Central Province,Hayleys Agriculture Holdings,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,49.0,47.86,2345.14,100,0.0,0.0,0.0,Calcium: 24.8 g/100g | Magnesium: 23.2 g/kg,1.7,Yes,Expired stock — discounted
AGR-98244,MF23-4557B,2024-02-04,Off-Season,North Central Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1000.5,190.0,190095.0,100,0.23,45.8,0.22,Calcium: 2.69 %,0.7,No,
AGR-64585,MF24-3614B,2022-12-29,Off-Season,Northern Province,Pettah Agro Traders,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,116.05,116050.0,100,46.3,0.0,0.0,Not Detected,1.7,Yes,
AGR-87352,CR23-8203,2024-02-13,Yala,North Western Province,Agromart Ltd,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,100.0,25.0,2500.0,100,2.0,1.0,1.47,Organic Carbon: 26.8 g/100g | Humus: 17.3 g/100g,3.5,Yes,
AGR-56557,BT24-4926A,2023-09-01,Maha,Eastern Province,Kurunegala Agri Centre,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1.0,155.45,155.45,100,0.0,45.8,0.13,Calcium: 26.2 g/kg,2.6,Yes,
AGR-64617,AG24-7180C,2024-12-18,Yala,Eastern Province,Pettah Agro Traders,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,285.0,7125.0,100,15.0,14.4,15.0,Sulfur: 0.73 % | Boron: 9.7 g/100g,3.5,Yes,Local production batch
AGR-29079,AG22-9704A,2023-08-30,Yala,Central Province,Browns Agricultural Products,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,10.0,202.68,2026.8,100,0.0,0.0,57.38,Chlorine: 2.4 %,4.3,No,
AGR-16071,LT24-5013A,2023-03-10,Maha,Northern Province,Kandy Farm Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,100.0,275.19,27519.0,100,11.8,11.59,16.84,Magnesium: 6.8 g/100g | Boron: 2.68 %,3.7,Yes,Imported directly
AGR-46176,BT23-1990A,2024-04-14,Off-Season,North Central Province,Anuradhapura Agro Mart,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,5.5,248.86,1368.73,100,15.0,15.0,15.3,Sulfur: 1.1 % | Boron: 24.5 g/100g,4.3,Yes,Expired stock — discounted
AGR-95992,BT24-8592B,2024-03-03,Yala,North Central Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,275.0,275.0,100,12.2,11.99,16.3,Magnesium: 0.87 % | Boron: 11.6 g/100g,1.3,Yes,
AGR-79173,MF22-5581B,2023-05-26,Maha,Sabaragamuwa Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,164.62,164.62,100,0.0,0.0,57.91,Chlorine: 20.9 g/kg,1.8,Yes,
AGR-23673,MF23-7352,2022-09-06,Maha,Sabaragamuwa Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,2.0,190.0,380.0,100,0.0,0.16,59.45,Chlorine: 18.2 g/100g,0.4,Yes,
AGR-15132,AG24-3057B,2023-06-21,Off-Season,Central Province,Browns Agricultural Products,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,145.26,3631.5,100,22.0,0.0,0.0,Sulfur: 19.7 g/kg,3.8,Yes,Local production batch
AGR-54200,BT23-2499B,2022-04-18,Off-Season,North Central Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1.0,105.0,105.0,100,46.0,0.0,0.22,Not Detected,2.0,Yes,Imported directly
AGR-74599,AG23-6524A,2023-11-10,Off-Season,North Western Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,10.5,225.0,2362.5,100,0.0,0.0,57.4,Chlorine: 9.9 g/100g,0.7,Yes,Slight clumping observed
AGR-54768,AG24-9221C,2022-09-10,Maha,Eastern Province,Agromart Ltd,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,2.0,53.35,106.7,100,0.0,0.0,0.0,Calcium: 1.69 % | Magnesium: 16.5 g/kg,3.8,Yes,Sample from bulk storage
AGR-83165,CR23-3837A,2022-03-09,Yala,Sabaragamuwa Province,Kurunegala Agri Centre,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,227.95,45590.0,100,14.3,14.7,15.0,Sulfur: 13.4 g/100g | Boron: 6.2 g/100g,2.3,Yes,
AGR-85299,LT22-5278,2024-06-18,Yala,Central Province,Abans Agri Supplies,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,200.0,30.31,6062.0,100,1.4,1.0,1.5,Organic Carbon: 1.41 % | Humus: 13.4 g/100g,0.6,No,Opened bag — partial quantity
AGR-41745,AG23-5324A,2024-03-10,Yala,Central Province,Hayleys Agriculture Holdings,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,51.5,121.47,6255.7,100,20.1,0.0,0.0,Sulfur: 18.3 g/100g,2.2,Yes,Retest recommended
AGR-34096,LT23-4248B,2024-09-25,Off-Season,Western Province,Browns Agricultural Products,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,10.0,309.36,3093.6,100,11.94,11.5,16.8,Magnesium: 14.8 g/kg | Boron: 24.0 g/100g,1.0,No,Imported directly
AGR-44855,MF24-5365B,2023-12-02,Maha,Southern Province,Kurunegala Agri Centre,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,1000.0,140.0,140000.0,100,0.21,45.8,0.0,Calcium: 24.8 g/kg,2.7,Yes,Expired stock — discounted
AGR-76483,BT23-3723A,2022-11-19,Off-Season,Northern Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,4.0,155.8,623.2,100,0.0,45.5,0.0,Calcium: 20.0 g/kg,4.3,Yes,Expired stock — discounted
AGR-18340,CR24-6628B,2023-02-11,Off-Season,Southern Province,Hayleys Agriculture Holdings,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,26.5,62.1,1645.65,100,0.09,0.0,0.08,Calcium: 20.4 g/kg | Magnesium: 21.2 g/100g,3.5,Yes,Local production batch
AGR-75606,BT24-3045A,2024-05-24,Yala,Northern Province,Jaffna Fertilizer Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,3.0,122.04,366.12,100,20.7,0.0,0.0,Sulfur: 1.07 %,0.6,Yes,Slight clumping observed
AGR-12121,CR23-7035,2024-05-28,Yala,Northern Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,25.0,260.0,6500.0,100,14.9,14.6,15.1,Sulfur: 12.4 g/100g | Boron: 19.3 g/100g,0.9,No,
AGR-68732,LT24-6924,2024-04-13,Yala,Western Province,Jaffna Fertilizer Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,212.63,212630.0,100,0.14,0.01,57.0,Chlorine: 0.98 %,3.0,Yes,
AGR-32115,MF23-1790A,2023-05-18,Yala,North Central Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,199.0,40.0,7960.0,100,0.0,27.1,0.03,Calcium: 18.5 g/100g,3.5,No,Retest recommended
AGR-55975,LT22-5435C,2023-11-22,Off-Season,North Central Province,Kurunegala Agri Centre,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,1000.0,25.0,25000.0,100,1.5,0.9,1.4,Organic Carbon: 23.0 g/kg | Humus: 27.3 g/kg,2.6,No,
AGR-87521,LT22-2739B,2024-08-16,Off-Season,Sabaragamuwa Province,CIC Agri Businesses,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,50.0,175.0,8750.0,100,0.15,45.0,0.17,Calcium: 12.4 g/kg,3.7,Yes,
AGR-84715,LT23-6820C,2024-05-10,Yala,Southern Province,Abans Agri Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,2.0,170.0,340.0,100,0.04,0.04,57.9,Chlorine: 13.7 g/100g,2.5,Yes,
AGR-37313,AG24-6654A,2023-11-30,Yala,Western Province,Pettah Agro Traders,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1003.0,55.0,55165.0,100,0.0,28.3,0.0,Calcium: 27.0 g/100g,1.5,Yes,Slight clumping observed
AGR-82348,CR22-7028A,2024-05-04,Yala,Western Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,3.5,247.59,866.57,100,14.9,15.6,15.1,Sulfur: 21.0 g/100g | Boron: 25.8 g/kg,0.5,Yes,
AGR-41376,BT22-9736,2023-02-25,Off-Season,Uva Province,Kandy Farm Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,50.0,110.17,5508.5,100,46.6,0.0,0.0,Not Detected,2.1,Yes,
AGR-97760,AG23-6789B,2022-02-11,Off-Season,Southern Province,Kurunegala Agri Centre,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,129.89,259.78,100,21.68,0.0,0.0,Sulfur: 15.2 g/kg,1.3,Yes,
AGR-21159,AG23-9297,2024-05-24,Off-Season,Sabaragamuwa Province,Pettah Agro Traders,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,501.0,96.46,48326.46,100,46.6,0.0,0.0,Not Detected,1.5,Yes,Local production batch
AGR-18042,CR23-9185C,2024-08-08,Yala,Southern Province,CIC Agri Businesses,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,501.0,317.36,158997.36,100,11.67,12.1,16.4,Magnesium: 0.8 % | Boron: 8.7 g/100g,4.2,No,Imported directly
AGR-99244,MF24-5566B,2023-10-03,Yala,North Central Province,Hayleys Agriculture Holdings,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,500.0,198.34,99170.0,100,0.15,46.7,0.21,Calcium: 7.4 g/100g,0.6,No,
AGR-92114,BT22-2345A,2023-08-07,Yala,Western Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,498.0,116.98,58256.04,100,20.7,0.0,0.0,Sulfur: 7.8 g/kg,1.7,No,Expired stock — discounted
AGR-40208,CR23-8423B,2023-02-14,Off-Season,Sabaragamuwa Province,Colombo Pesticide Warehouse,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,1001.0,49.39,49439.39,100,0.08,28.1,0.0,Calcium: 11.5 g/kg,1.2,No,
AGR-69075,CR22-7847,2022-10-08,Yala,Sabaragamuwa Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,49.0,35.0,1715.0,100,1.5,0.93,1.3,Organic Carbon: 22.4 g/kg | Humus: 1.17 %,2.1,Yes,
AGR-97689,LT24-9536C,2023-01-14,Off-Season,Eastern Province,Eastern Agrochem Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,5.0,51.23,256.15,100,0.0,27.4,0.0,Calcium: 17.1 g/kg,2.7,Yes,Imported directly
AGR-76605,MF23-5760A,2023-01-09,Off-Season,Uva Province,Colombo Pesticide Warehouse,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,500.0,161.72,80860.0,100,0.18,45.5,0.0,Calcium: 1.3 %,2.5,No,Local production batch
AGR-33958,LT24-5073B,2022-03-06,Maha,Eastern Province,Abans Agri Supplies,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,5.0,293.45,1467.25,100,11.8,12.3,16.4,Magnesium: 22.3 g/100g | Boron: 16.1 g/100g,0.9,No,Imported directly
AGR-11343,CR23-5999,2024-03-08,Off-Season,Northern Province,Colombo Pesticide Warehouse,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,200.0,242.83,48566.0,100,14.6,14.3,15.5,Sulfur: 2.14 % | Boron: 26.5 g/kg,1.8,Yes,
AGR-27940,MF23-8260C,2023-10-05,Yala,North Western Province,Abans Agri Supplies,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,98.0,74.12,7263.76,100,0.0,0.0,0.0,Calcium: 1.26 % | Magnesium: 14.5 g/kg,3.4,Yes,Sample from bulk storage
AGR-19260,AG22-5273,2024-12-27,Off-Season,Northern Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,100.0,122.06,12206.0,100,21.57,0.12,0.0,Sulfur: 14.6 g/100g,3.6,Yes,Sample from bulk storage
AGR-17387,AG22-8172,2022-07-11,Off-Season,Northern Province,Kandy Farm Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1000.0,134.11,134110.0,100,20.8,0.0,0.0,Sulfur: 0.94 %,3.7,No,Imported directly
AGR-22238,MF23-4905,2022-01-16,Off-Season,Uva Province,Eastern Agrochem Depot,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,2.0,200.84,401.68,100,0.1,0.0,58.9,Chlorine: 15.0 g/kg,2.3,Yes,
AGR-95275,AG24-1515,2022-08-30,Off-Season,Uva Province,Kandy Farm Supplies,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,10.0,171.25,1712.5,100,0.0,0.0,60.5,Chlorine: 27.6 g/kg,0.7,No,Slight clumping observed
AGR-29376,CR22-7936B,2024-08-16,Yala,Eastern Province,CIC Agri Businesses,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,208.67,208670.0,100,0.0,0.05,61.5,Chlorine: 11.8 g/kg,2.1,Yes,
AGR-53636,MF23-8004A,2024-06-20,Yala,Northern Province,Kurunegala Agri Centre,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,5.0,217.85,1089.25,100,0.07,0.0,61.0,Chlorine: 2.36 %,4.3,No,Slight clumping observed
AGR-70629,AG24-1727,2022-05-08,Maha,North Western Province,Pettah Agro Traders,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,4.0,248.75,995.0,100,15.4,14.8,14.3,Sulfur: 12.5 g/kg | Boron: 11.0 g/100g,1.1,Yes,Sample from bulk storage
AGR-78557,CR23-9722A,2022-10-23,Off-Season,Uva Province,Matara Farm Solutions,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,2.0,310.0,620.0,100,12.0,12.2,16.9,Magnesium: 0.79 % | Boron: 11.5 g/100g,2.4,Yes,
AGR-66027,MF24-7231A,2023-06-01,Yala,North Western Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,50.0,145.0,7250.0,100,0.14,45.5,0.0,Calcium: 2.78 %,3.3,No,Slight clumping observed
AGR-17565,CR23-4431,2022-02-10,Yala,Western Province,CIC Agri Businesses,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,3.5,255.0,892.5,100,11.9,12.18,17.1,Magnesium: 13.9 g/kg | Boron: 1.44 %,3.6,No,Sample from bulk storage
AGR-48862,AG23-9801B,2024-10-07,Off-Season,Central Province,Kandy Farm Supplies,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,51.5,32.53,1675.3,100,0.0,28.0,0.02,Calcium: 2.29 %,1.1,Yes,
AGR-55082,MF22-6917,2022-05-06,Maha,Eastern Province,Pettah Agro Traders,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1003.0,255.0,255765.0,100,11.9,11.7,16.9,Magnesium: 25.4 g/100g | Boron: 17.3 g/kg,3.1,Yes,Slight clumping observed
AGR-20146,BT24-3453C,2023-10-10,Off-Season,Northern Province,Abans Agri Supplies,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,1000.0,129.61,129610.0,100,46.0,0.0,0.0,Not Detected,4.1,Yes,Expired stock — discounted
AGR-72836,BT22-2816A,2024-12-22,Off-Season,Eastern Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,50.0,251.02,12551.0,100,15.2,14.7,15.1,Sulfur: 23.6 g/100g | Boron: 22.3 g/100g,3.1,Yes,Opened bag — partial quantity
AGR-16321,AG24-1064B,2022-08-31,Maha,Southern Province,Galle Agrochemical Stores,Dolomite,Sri Lanka,"Tea, Vegetables, Acidic Soils",Soil Amendment,98.0,55.0,5390.0,100,0.0,0.0,0.0,Calcium: 6.2 g/100g | Magnesium: 2.76 %,2.6,No,Sample from bulk storage
AGR-11142,LT22-3409B,2023-06-10,Off-Season,Northern Province,Hayleys Agriculture Holdings,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,50.0,265.0,13250.0,100,14.32,14.7,15.2,Sulfur: 24.1 g/100g | Boron: 19.8 g/kg,4.2,Yes,Expired stock — discounted
AGR-23789,CR23-6032A,2023-06-15,Yala,Eastern Province,Anuradhapura Agro Mart,Urea,Sri Lanka,"Paddy, Maize, Vegetables",Broadcast / Soil Incorporation,100.0,119.94,11994.0,100,45.3,0.0,0.15,Not Detected,2.7,No,
AGR-11117,CR22-3659C,2024-12-09,Off-Season,Western Province,Abans Agri Supplies,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,5.0,279.17,1395.85,100,15.6,15.2,15.6,Sulfur: 8.8 g/100g | Boron: 25.7 g/100g,3.5,No,Opened bag — partial quantity
AGR-19369,BT22-2231,2024-12-26,Off-Season,Southern Province,Hayleys Agriculture Holdings,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,101.5,29.5,2994.25,100,1.6,0.9,1.3,Organic Carbon: 6.3 g/100g | Humus: 8.1 g/100g,3.8,Yes,
AGR-20299,BT24-6267,2022-10-21,Maha,Northern Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,49.0,315.0,15435.0,100,12.3,11.6,16.4,Magnesium: 2.2 % | Boron: 2.33 %,2.1,Yes,Opened bag — partial quantity
AGR-18384,AG24-5472,2023-07-27,Maha,Sabaragamuwa Province,Jaffna Fertilizer Depot,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,101.0,130.0,13130.0,100,21.6,0.0,0.15,Sulfur: 21.5 g/100g,2.6,Yes,Sample from bulk storage
AGR-62646,BT24-4865,2024-06-11,Yala,North Central Province,Jaffna Fertilizer Depot,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,200.0,250.0,50000.0,100,12.3,12.4,17.2,Magnesium: 2.16 % | Boron: 1.5 %,1.2,Yes,Retest recommended
AGR-50784,MF23-2317,2022-08-26,Yala,Sabaragamuwa Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,118.88,2972.0,100,20.47,0.0,0.02,Sulfur: 1.18 %,4.3,Yes,Local production batch
AGR-72943,LT23-2552B,2023-04-06,Yala,Uva Province,Kandy Farm Supplies,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,25.0,179.49,4487.25,100,0.05,45.1,0.0,Calcium: 27.3 g/kg,0.8,Yes,Slight clumping observed
AGR-58395,MF23-9753C,2024-08-23,Off-Season,North Central Province,Jaffna Fertilizer Depot,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,100.0,143.19,14319.0,100,0.0,46.1,0.0,Calcium: 19.8 g/kg,2.6,Yes,Retest recommended
AGR-89559,AG23-2889B,2024-05-12,Yala,Sabaragamuwa Province,Matara Farm Solutions,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,10.0,195.47,1954.7,100,0.0,46.4,0.0,Calcium: 13.0 g/100g,0.7,Yes,
AGR-38919,LT23-7239C,2024-02-03,Yala,North Western Province,Eastern Agrochem Depot,NPK 15-15-15,Sri Lanka,"General Crops, Horticulture",Broadcast / Foliar,24.0,265.0,6360.0,100,14.6,15.1,15.39,Sulfur: 2.04 % | Boron: 16.7 g/kg,0.6,Yes,
AGR-82883,CR22-4635B,2023-07-06,Off-Season,Sabaragamuwa Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,1.0,125.0,125.0,100,21.7,0.0,0.12,Sulfur: 2.12 %,2.0,No,
AGR-56994,CR24-5495B,2023-07-25,Yala,Northern Province,Lankem Ceylon PLC,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,5.0,136.81,684.05,100,21.03,0.0,0.0,Sulfur: 25.2 g/100g,4.4,No,
AGR-84441,MF23-8844A,2023-09-12,Yala,Northern Province,Anuradhapura Agro Mart,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,2.0,32.22,64.44,100,1.4,1.1,1.5,Organic Carbon: 7.5 g/kg | Humus: 14.4 g/100g,0.9,Yes,Retest recommended
AGR-41829,LT24-7827,2022-04-18,Off-Season,Uva Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,998.0,135.45,135179.1,100,21.6,0.0,0.0,Sulfur: 23.4 g/kg,4.3,Yes,Local production batch
AGR-12653,BT23-6270C,2022-03-05,Off-Season,Central Province,Agromart Ltd,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,113.76,227.52,100,21.7,0.0,0.0,Sulfur: 19.3 g/100g,0.9,No,Retest recommended
AGR-37221,CR24-2496C,2022-12-24,Yala,Uva Province,Matara Farm Solutions,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,200.5,130.0,26065.0,100,20.2,0.0,0.0,Sulfur: 13.9 g/kg,1.7,Yes,
AGR-57023,AG22-3159B,2024-11-22,Maha,Central Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,30.0,750.0,100,0.0,28.03,0.0,Calcium: 7.9 g/kg,3.3,Yes,Expired stock — discounted
AGR-32230,MF23-8134B,2023-05-21,Yala,Eastern Province,CIC Agri Businesses,TSP (Triple Super Phosphate),India,"Vegetables, Root Crops",Basal Application,7.0,181.48,1270.36,100,0.0,46.87,0.0,Calcium: 15.5 g/kg,1.7,No,Opened bag — partial quantity
AGR-52234,CR23-4050A,2023-01-11,Maha,Southern Province,Browns Agricultural Products,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,2.0,127.15,254.3,100,20.7,0.0,0.0,Sulfur: 13.6 g/100g,1.0,Yes,
AGR-27572,CR23-5151,2022-07-02,Off-Season,Southern Province,Kandy Farm Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,100.0,135.0,13500.0,100,20.59,0.0,0.06,Sulfur: 1.83 %,3.2,Yes,Local production batch
AGR-44901,BT24-9371B,2024-01-19,Yala,Western Province,Abans Agri Supplies,Ammonium Sulfate (SOA),China,"Tea, Vegetables",Top Dressing,25.0,123.81,3095.25,100,20.5,0.0,0.0,Sulfur: 22.8 g/kg,0.8,No,Retest recommended
AGR-93953,BT22-9525C,2022-07-01,Maha,North Central Province,Pettah Agro Traders,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1.0,227.23,227.23,100,0.0,0.0,57.4,Chlorine: 19.6 g/kg,0.6,Yes,
AGR-28338,AG22-4640A,2022-11-09,Maha,Sabaragamuwa Province,Colombo Pesticide Warehouse,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,25.5,26.16,667.08,100,1.3,1.0,1.3,Organic Carbon: 13.6 g/kg | Humus: 1.28 %,1.2,No,
AGR-93271,AG22-6600,2022-04-23,Maha,North Central Province,Agromart Ltd,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,1000.0,210.0,210000.0,100,0.15,0.0,58.4,Chlorine: 1.96 %,1.7,Yes,Expired stock — discounted
AGR-35595,BT22-4712,2022-11-03,Maha,Southern Province,Hayleys Agriculture Holdings,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,25.0,206.56,5164.0,100,0.0,0.0,60.25,Chlorine: 1.27 %,3.5,Yes,
AGR-26439,BT24-8716A,2022-08-30,Maha,Uva Province,Lankem Ceylon PLC,Compost / Organic,Sri Lanka,"All Crops, Soil Health",Incorporation,50.0,20.0,1000.0,100,1.6,0.9,1.5,Organic Carbon: 18.8 g/kg | Humus: 19.2 g/kg,2.2,Yes,
AGR-23633,BT24-7164B,2022-05-13,Maha,Central Province,Agromart Ltd,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,25.0,40.0,1000.0,100,0.08,27.0,0.12,Calcium: 7.9 g/100g,1.5,Yes,
AGR-73850,CR24-9742B,2024-08-18,Off-Season,Northern Province,Jaffna Fertilizer Depot,Eppawala Rock Phosphate (ERP),Sri Lanka,"Tea, Rubber, Coconut",Basal Application,11.0,39.14,430.54,100,0.12,26.9,0.22,Calcium: 25.7 g/kg,1.4,Yes,
AGR-47554,LT22-6730B,2022-04-22,Off-Season,Uva Province,Colombo Pesticide Warehouse,NPK 12-12-17,Germany,"Horticulture, Fruit Crops",Broadcast,1.0,250.33,250.33,100,11.9,12.4,16.61,Magnesium: 19.8 g/kg | Boron: 6.1 g/100g,3.5,No,Slight clumping observed
AGR-43774,BT23-2812A,2022-05-16,Maha,North Western Province,Galle Agrochemical Stores,MOP (Muriate of Potash),Canada,"Paddy, Banana, Tea",Top Dressing,50.5,189.51,9570.25,100,0.0,0.0,59.9,Chlorine: 24.7 g/kg,2.0,Yes,Opened bag — partial quantity
